Time,Tweet,Likes
2022-12-15 18:02:15+00:00,"Musical pilgrimage ❤
@shreyaghoshal 's attachment towards #MunveBa is always so special &amp; everytimes she uplifted this gem on…",0
2022-12-15 18:02:07+00:00,"Bangalore - Most Of Theaters Demanding #Thunivu in Chamber 

{ Ka-Rights Business in Talks } C-Base Terms https://t.co/fcjX…",0
2022-12-15 18:02:04+00:00,Around 50 in-person attendees &amp; Over 400+ online participants attended my talk on 'Stress Management' today at the Goo…,0
2022-12-15 18:01:51+00:00, was travelling from bangalore to chennai when I noticed nearly 5 cockroaches even though only 2 are visible please look into the cleanliness of the ground support @AAI_Official @JM_Scindia https://t.co/uuAMDzhaFT,0
2022-12-15 18:01:46+00:00,"My son, born to a Punjabi family  in Bangalore, was 9 when he was asked, “Are you a North or South Indian”. He replied, “I…",0
2022-12-15 18:01:19+00:00,"Bangalore - Most Of Theaters Demanding #Thunivu in Chamber 

{ Ka-Rights Business in Talks } C-Base Terms https://t.co/fcjX…",0
2022-12-15 18:00:43+00:00,sdk then why petrol price is more in Hyderabad compared to Bangalore??  Hyderabad 110 and Bangalore 101,0
2022-12-15 18:00:34+00:00,"KLM
The worst flying experience i have ever had! 
I was flying from Austin -Amsterdam- Bangalore (KL879). Th…",0
2022-12-15 18:00:31+00:00,"The fun continues for our marketing team in Bangalore! 

Our Head of Marketing, Erik Wagner, came in with the highest score of 107 points in bowling 🎳

Amazing points Erik - congrats 😎

#Plivo #MarketingTeam #India #BowlingTime https://t.co/BoATMN27F2",0
2022-12-15 18:00:29+00:00,"The High Grounds area of #Bangalore is literally on high ground. And on a clear day, Nandi Hills is visible from any of t…",0
2022-12-15 18:00:08+00:00,) Bangalore lo idly undidhi na cheyyi antha glossy ga dhanni try chei you'll change your opinion,0
2022-12-15 18:00:05+00:00,CHENNAI guys shamelessly go around telling they're better than Bangalore though.,0
2022-12-15 17:59:56+00:00,"
Hi
Ou flight LH755 from Bangalore delayed badly. We have a connecting flight from FRA to Sweden by Lufthansa which w…",0
2022-12-15 17:59:25+00:00,"Bangalore - Most Of Theaters Demanding #Thunivu in Chamber 💥😎

{ Ka-Rights Business in Talks } C-Base Term🔥

#Ajithkumar  #Chi…",0
2022-12-15 17:59:20+00:00,"Non Laser IMAXes will project 2K 24fps

Largests in India (70ft wide):
- PVR Logix Noida
- SPI Palazzo Chennai
- Carnival Wad…",0
2022-12-15 17:59:08+00:00,#AAI takes pride in stretching duty hours for a new year's gift to #FlyKLH. Promoting a new connection to far south to…,0
2022-12-15 17:59:01+00:00,"t’s dope, it’s in my restaurant (Bangalore)",1
2022-12-15 17:58:39+00:00,#AAI takes pride in stretching duty hours for a new year's gift to #FlyKLH. Promoting a new connection to far south to…,0
2022-12-15 17:58:34+00:00,"Irony is when those correcting other's English spellings and grammar can't type a normal word. 

Akka it's BANGALORE or…",0
